"Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m43218745302","2024-12-17","","2024-12-27","Sonny Angel - Animal Series 2 (Cow)","Completed","Texas","New York","28.00","4.34","0.00","0.00","0.00","0.00","28.00","2.18","0.00","0.00","0.00","1.50"
"m73475332659","2024-12-17","","2024-12-28","POPMART Pucky - The Feast","Completed","California","New York","20.00","5.99","0.00","0.00","0.00","0.00","20.00","1.98","0.00","0.00","0.00","1.31"
"m36828914158","2024-12-16","","2024-12-29","LuLu the Piggy Vintage Teddy Shop Vinyl Face (Perfect Teddy)","Completed","Washington","New York","22.00","5.34","0.00","0.00","0.00","0.00","22.00","2.79","0.00","0.00","0.00","1.08"
"m52308594447","2024-12-18","","2024-12-29","Sonny Angel - Animal Series 2 (Cow)","Completed","Texas","New York","28.25","4.34","0.00","0.00","0.00","0.00","28.25","2.69","0.00","0.00","0.00","1.52"
"b83477082950","2024-12-29","","2025-01-02","Bundle for aub.dou","Completed","Connecticut","New York","30.00","5.34","0.00","0.00","0.00","0.00","30.00","2.21","0.00","3.00","0.00","1.68"
"m81546136123","2024-12-22","","2025-01-05","Sonny Angel - Animal Series 2 (Cow)","Completed","Nevada","New York","28.50","4.34","0.00","0.00","0.00","0.00","28.50","2.36","0.00","2.85","0.00","1.60"
"m26676718145","2024-12-25","","2025-01-05","Sonny Angel Christmas Dinner (Strawberry)","Completed","California","New York","30.00","4.34","0.00","0.00","0.00","0.00","30.00","2.33","0.00","3.00","0.00","1.65"
"m25333627068","2024-12-26","","2025-01-05","Sonny Angel - In New York Series Set","Completed","New York","New York","80.00","4.99","0.00","0.00","0.00","0.00","80.00","7.54","0.00","8.00","0.00","3.42"
"m90560616488","2024-12-26","","2025-01-05","POP MART CRYBABY × Powerpuff Girls Series-Vinyl Face Plush - custom bundle","Completed","Hawaii","New York","38.00","5.34","0.00","0.00","0.00","0.00","38.00","2.12","0.00","3.80","0.00","0.91"
"m91189635139","2024-12-27","","2025-01-05","POP MART The Monsters Labubu - Exciting Macaron Vinyl Plush (Sesame Bean)","Completed","Texas","New York","38.00","5.34","0.00","0.00","0.00","0.00","38.00","3.83","0.00","3.80","0.00","1.98"
"m95252101185","2024-12-22","","2025-01-06","Popmart Vita Blind Box Bundle of 2","Completed","California","New York","15.48","5.34","0.00","0.00","0.00","0.00","15.48","1.28","0.00","1.54","0.00","1.19"
"m35746447522","2024-12-22","","2025-01-06","Sonny Angel - Animal Series Set","Completed","Michigan","New York","30.00","5.34","0.00","0.00","0.00","0.00","30.00","1.80","0.00","3.00","0.00","1.66"
"b12457397566","2024-12-28","","2025-01-07","Bundle for benno88","Completed","California","New York","59.00","6.99","0.00","0.00","0.00","0.00","59.00","5.16","0.00","5.90","0.00","2.73"
"m41826844619","2024-12-29","","2025-01-07","Sonny Angel - Animal Series 2 (Cow)","Completed","California","New York","29.00","4.34","0.00","0.00","0.00","0.00","29.00","2.39","0.00","2.90","0.00","1.62"
"m65989389416","2024-12-28","","2025-01-07","Sonny Angel - Animal Series 3 (sealed box)","Completed","California","New York","15.00","4.34","0.00","0.00","0.00","0.00","15.00","1.24","0.00","1.50","0.00","1.14"
"m82753456491","2024-12-22","","2025-01-07","POP MART The Monsters Labubu - Have a Seat Vinyl Plush Keychain (Ququ)","Completed","Massachusetts","New York","30.00","5.34","0.00","0.00","0.00","0.00","30.00","1.88","0.00","3.00","0.00","1.67"
"m10159463991","2024-12-29","","2025-01-09","Sonny Angel - Animal Series 2 (Cow)","Completed","California","New York","28.50","4.34","0.00","0.00","0.00","0.00","28.50","2.67","0.00","2.85","0.00","1.61"
"m48941905599","2024-01-05","2024-01-08","","Sonny Angel “Hug Me” Plush Bunny/Rabbit (Pink)","Cancelled","California","New York","120.00","17.25","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m91768655548","2024-01-10","2024-01-12","","Satyr Rory Pop Mart Zodiac Mystery Box (Gemini)","Cancelled","Texas","New York","6.00","4.30","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m84059294846","2024-01-20","2024-01-23","","Smiski Plush Keyring/Keychain","Cancelled","New Jersey","New York","39.99","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m39216618200","2024-01-25","2024-02-09","","POPMART Pucky - What Are The Fairies Doing? (Full Set)","Cancelled","California","New York","120.00","9.50","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m93066584767","2024-02-16","2024-02-18","","Sonny Angel Japanese Good Luck (Guardian Dog)","Cancelled","Michigan","New York","15.20","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m78295539523","2024-03-20","2024-03-20","","Nintendo Super Mario Racoon Tanooki Mario Plushie","Cancelled","Georgia","New York","12.00","6.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m52445792096","2024-04-03","2024-04-05","","Sonny Angel - Animal Hipper (Koala)","Cancelled","New York","New York","16.99","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m79316524476","2024-04-13","2024-04-13","","NCT x Sanrio JAEHYUN T-shirt w/ Photo Tag (M)","Cancelled","Florida","New York","35.99","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m31084559963","2024-04-14","2024-04-18","","sonny angel candy store keychain peach pink bear","Cancelled","New York","New York","45.00","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m31084559963","2024-04-21","2024-04-21","","sonny angel candy store keychain peach pink bear","Cancelled","South Carolina","New York","45.00","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b49435077242","2024-06-06","2024-06-06","","Bundle for Ansley","Cancelled","Alabama","New York","39.00","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m79449125780","2024-06-28","2024-06-28","","NCT DREAM x SAMBYPEN - wgu pen","Cancelled","New Jersey","New York","13.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m84221448879","2024-07-23","2024-07-23","","Sonny Angel - Animal Hipper (Koala)","Cancelled","New York","New York","18.99","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m68969402165","2024-07-26","2024-07-26","","Sonny Angel - Fruit Series (Bundle)","Cancelled","Michigan","New York","22.00","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m64787082922","2024-08-15","2024-08-15","","Sonny Angel “Hug Me” Plush Bear (White)","Cancelled","California","New York","120.00","14.95","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m62280494949","2024-08-18","2024-08-18","","NewJeans x MURAKAMI Supernatural (Target Edition) Sealed & Brand New","Cancelled","Georgia","New York","18.99","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m16455644839","2024-08-19","2024-08-23","","Sonny Angel - Dinosaur Series Set","Cancelled","Arizona","New York","41.99","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b18205198709","2024-08-19","2024-08-19","","Bundle for haraix","Cancelled","Ohio","New York","78.94","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b80782737907","2024-08-30","2024-08-30","","Bundle for dean","Cancelled","New Jersey","New York","25.25","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b35679069378","2024-08-31","2024-09-09","","Bundle for Alyssa Jitchaku","Cancelled","Hawaii","New York","25.50","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b28328196863","2024-08-31","2024-08-31","","Bundle for judearenz","Cancelled","California","New York","25.50","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b59567420657","2024-09-02","2024-09-02","","Bundle for codym555","Cancelled","Tennessee","New York","53.29","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b78244885102","2024-09-06","2024-09-08","","Bundle for happysmiski","Cancelled","Georgia","New York","119.98","7.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m61855022204","2024-09-12","2024-09-14","","Sonny Angel - Animal Series 2 (sealed box)","Cancelled","California","New York","12.75","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m11280447544","2024-09-12","2024-09-12","","Sonny Angel - Animal Hipper (Fawn)","Cancelled","California","New York","20.00","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b61457486923","2024-09-17","2024-09-17","","Bundle for CutiePop","Cancelled","Massachusetts","New York","25.50","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b61629529356","2024-09-17","2024-09-17","","Bundle for Danielle Ciapi","Cancelled","Texas","New York","25.50","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b47389269697","2024-09-19","2024-09-19","","Bundle for Lina","Cancelled","Florida","New York","38.25","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b65876845446","2024-09-20","2024-09-20","","Bundle for Ashley","Cancelled","Florida","New York","96.50","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b43622817448","2024-09-21","2024-09-22","","Bundle for Ayeee.ashleyyy","Cancelled","Florida","New York","26.75","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b13831501930","2024-09-22","2024-09-23","","Bundle for Avrey0223","Cancelled","Florida","New York","27.98","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b15126239993","2024-09-25","2024-09-26","","Bundle for emmaromick","Cancelled","North Carolina","New York","45.49","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b28578943001","2024-09-26","2024-09-26","","Bundle for spellboundvsb","Cancelled","Georgia","New York","46.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m99546622280","2024-09-27","2024-09-28","","Sonny Angel - In New York Series (sealed box)","Cancelled","Texas","New York","21.00","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m47399427093","2024-09-28","2024-09-28","","Sonny Angel - Fruit Series (sealed box)","Cancelled","Texas","New York","12.99","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b55149600841","2024-09-28","2024-09-28","","Bundle for Kamila Contreras","Cancelled","California","New York","32.98","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b73605007136","2024-09-29","2024-09-29","","Bundle for rosmen734","Cancelled","California","New York","27.98","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m69408754134","2024-09-30","2024-10-03","","Sonny Angel - Animal Set (Duck)","Cancelled","New York","New York","50.00","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m33073586011","2024-10-05","2024-10-06","","Sonny Angel - Chinoiserie Series bundle","Cancelled","Texas","New York","31.00","5.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b85951062655","2024-10-06","2024-10-06","","Bundle for brandontrejo","Cancelled","Georgia","New York","28.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b48340327356","2024-10-06","2024-10-06","","Bundle for maddieb","Cancelled","Alabama","New York","99.50","5.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b42993721405","2024-10-08","2024-10-17","","Bundle for annettexoxo","Cancelled","California","New York","27.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b47134676183","2024-10-17","2024-10-17","","Bundle for Hannah Lee","Cancelled","Illinois","New York","68.97","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b81926206001","2024-10-17","2024-10-17","","Bundle for Matt p.","Cancelled","California","New York","25.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b28686001521","2024-10-17","2024-10-20","","Bundle for Charmayne Ilustrisim","Cancelled","California","New York","81.23","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b97787029869","2024-10-19","2024-10-19","","Bundle for 503crafts","Cancelled","Georgia","New York","68.24","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b45502831850","2024-10-21","2024-10-21","","Bundle for Julisa Hernandez","Cancelled","Texas","New York","25.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m17079040540","2024-10-22","2024-10-22","","NewJeans x MURAKAMI Supernatural (Target Edition) Set","Cancelled","Ohio","New York","35.15","5.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b96782521675","2024-10-23","2024-10-23","","Bundle for tinygirlbigcloset","Cancelled","Nevada","New York","25.74","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m72661936212","2024-10-27","2024-10-27","","Sonny Angel - Animal Series Set","Cancelled","Louisiana","New York","25.74","4.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b21551835378","2024-11-02","2024-11-04","","Bundle for GardenFloozy","Cancelled","California","New York","90.93","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m79729199972","2024-11-04","2024-11-05","","custom bundle","Cancelled","California","New York","103.92","5.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m33495648750","2024-11-08","2024-11-09","","POP MART Labubu The Monsters - Have a Seat Vinyl Plush Keychain","Cancelled","New York","New York","35.00","5.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m78487820530","2024-11-21","2024-11-22","","POP MART The Monsters Labubu - Have a Seat Vinyl Plush Keychain (DADA)","Cancelled","Nevada","New York","35.00","4.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m83775754006","2024-11-23","2024-11-25","","POP MART Cry Baby - Cheer Up, Baby! Plush Pendant (Red)","Cancelled","California","New York","19.00","5.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m94634019004","2024-11-27","2024-11-27","","POP MART Pucky - Forest Party Series-Vinyl Plush Pendant (Butterfly Baby)","Cancelled","California","New York","26.00","5.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b14821123760","2024-12-12","2024-12-12","","Bundle for ShibbyKhaleesi","Cancelled","California","New York","60.00","5.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"m83465022546","2024-12-26","2024-12-27","","Sonny Angel Japanese Good Luck Series (Bundle)","Cancelled","Nevada","New York","52.00","6.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b42655761436","2024-12-28","2024-12-28","","Bundle for finnbar123","Cancelled","New York","New York","30.00","4.34","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"b28377894382","2024-12-31","2025-01-02","","Bundle for lizanassi","Cancelled","Washington","New York","30.00","3.99","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Totals:","","","","","","","","21429.20","3144.11","0.00","168.98","78.50","0.00","18587.33","1633.85","0.00","1630.50","0.00","837.27"
"Report generated on: 2025-02-15 03:45:45 UTC","","","","","","","","","","","","","","","","","","",""
